0.0865673, 0.266904, 0.0208706, 0.955362, 0.071792,
0.136184, 0.502726, 0.0274329, 0.262006, 0.137064,
0.089789, 0.268219, -0.104267, 0.962474, 0.178414,
0.140522, 0.509629, -0.129915, 0.445116, 0.293828,
0.146367, 0.616049, -0.109378, 0.413214, 0.212154,
0.144958, 0.574658, -0.137105, 0.434341, 0.246181,
0.144088, 0.564559, 0.0236228, 0.308808, 0.144827,
0.121636, 0.272489, -0.035163, 0.965115, 0.121724,
0.146963, 0.623839, -0.0529364, 0.379742, 0.183164,
0.0615177, 0.514496, -0.172683, 0.512624, 0.267026,
0.0407754, 0.26368, 0.0185111, 0.939774, 0.0395693,
0.0421162, 0.262283, -0.105714, 0.945311, 0.212849,
0.0629838, 0.494647, 0.0677681, 0.266503, 0.0659105,
0.0406275, 0.628985, -0.0940636, 0.467678, 0.144674,
0.0425178, 0.62021, -0.0061747, 0.393029, 0.087863,
0.0675555, 0.555367, 0.0539182, 0.312704, 0.0801221,
0.0663935, 0.572973, -0.16702, 0.494132, 0.225431,
0.0583478, 0.628019, -0.0489264, 0.423673, 0.123121,
0.0281168, 0.256976, -0.0427799, 0.896879, 0.22352,
0.0281168, 0.256976, -0.0427799, 0.89774, 0.0232686,
0.0542563, 0.41317, 0.0859948, 0.567265, 0.0774154,
0.105167, 0.41317, 0.0646339, 0.609813, 0.077239,
0.134475, 0.412981, -0.099101, 0.735238, 0.0807123,
0.131177, 0.41317, 0.0224161, 0.647664, 0.077278,
0.10912, 0.497459, 0.0533947, 0.26181, 0.105152,
0.117667, 0.621269, -0.0516381, 0.392979, 0.16459,
0.116561, 0.601975, 0.0119951, 0.348024, 0.134001,
0.115744, 0.573126, -0.157312, 0.45975, 0.238135,
0.112147, 0.512386, -0.157928, 0.474075, 0.28112,
0.114697, 0.558777, 0.0434403, 0.307634, 0.117325,
0.115519, 0.613921, -0.11942, 0.434636, 0.200983,
0.113457, 0.271293, -0.000305552, 0.962677, 0.096857,
0.137505, 0.413167, -0.0386059, 0.691907, 0.0781617,
0.115365, 0.271565, -0.0739577, 0.966074, 0.148497,
0.109191, 0.412431, -0.143693, 0.775047, 0.0835471,
0.33382, 0.510953, -0.0297859, 0.826932, 0.538557,
0.33382, 0.510953, -0.0297859, 0.88765, 0.528624,
0.341095, 0.513364, -0.0927028, 0.829627, 0.394523,
0.341095, 0.513364, -0.0927028, 0.864976, 0.590117,
0.347928, 0.560589, -0.0341842, 0.827096, 0.489761,
0.347928, 0.560589, -0.0341842, 0.883459, 0.476525,
0.353577, 0.561944, -0.0844115, 0.829615, 0.443805,
0.353577, 0.561944, -0.0844115, 0.861971, 0.434551,
0.348708, 0.538347, -0.0993288, 0.829116, 0.419612,
0.348708, 0.538347, -0.0993288, 0.843079, 0.41633,
0.348708, 0.538347, -0.0993288, 0.843079, 0.609839,
0.340007, 0.536158, -0.0222352, 0.82577, 0.513695,
0.340007, 0.536158, -0.0222352, 0.887757, 0.501518,
0.334575, 0.502155, -0.0603704, 0.830825, 0.363912,
0.334575, 0.502155, -0.0603704, 0.830825, 0.565902,
0.334575, 0.502155, -0.0603704, 0.879297, 0.559139,
0.353001, 0.56979, -0.0586352, 0.828921, 0.46698,
0.353001, 0.56979, -0.0586352, 0.87469, 0.45477,
0.277744, 0.572856, -0.107455, 0.772596, 0.431614,
0.264726, 0.515667, -0.0626204, 0.781987, 0.572257,
0.264726, 0.515667, -0.0626204, 0.78293, 0.356691,
0.279006, 0.583704, -0.0628079, 0.772531, 0.466333,
0.272572, 0.549767, -0.0198428, 0.774921, 0.516712,
0.273977, 0.552324, -0.119678, 0.773438, 0.414076,
0.268829, 0.531642, -0.117586, 0.774445, 0.398258,
0.266892, 0.524529, -0.0276923, 0.77723, 0.542628,
0.277274, 0.574348, -0.0343807, 0.77341, 0.49143,
0.302757, 0.546673, -0.110173, 0.794919, 0.416274,
0.294989, 0.519638, -0.0270971, 0.798349, 0.539743,
0.306494, 0.568366, -0.0331635, 0.796094, 0.49119,
0.293351, 0.511018, -0.0603297, 0.801586, 0.567777,
0.293351, 0.511018, -0.0603297, 0.802545, 0.359369,
0.308946, 0.577461, -0.0601318, 0.795586, 0.467294,
0.300891, 0.544338, -0.0194985, 0.79684, 0.515169,
0.229796, 0.518681, -0.0614818, 0.758501, 0.578922,
0.229796, 0.518681, -0.0614818, 0.760289, 0.349069,
0.241095, 0.591825, -0.0620927, 0.743358, 0.466428,
0.23598, 0.556133, -0.0165952, 0.746258, 0.519984,
0.231257, 0.528596, -0.0245508, 0.750363, 0.547697,
0.239704, 0.581861, -0.0316157, 0.74395, 0.49354,
0.246685, 0.583342, -0.0971968, 0.748994, 0.438316,
0.278558, 0.580552, -0.0913888, 0.772214, 0.444579,
0.292741, 0.52255, -0.101212, 0.79428, 0.391496,
0.26631, 0.522332, -0.101738, 0.776699, 0.384968,
0.303885, 0.57113, -0.0921806, 0.792019, 0.441453,
0.238, 0.530157, -0.106295, 0.755677, 0.385671,
0.23744, 0.55918, -0.116792, 0.747411, 0.411542,
0.14741, 0.571755, -0.00612919, 0.683081, 0.527276,
0.14741, 0.571755, -0.00612919, 0.315487, 0.165015,
0.14887, 0.610637, -0.0565622, 0.678198, 0.467759,
0.14887, 0.610637, -0.0565622, 0.375, 0.192558,
0.147015, 0.524477, -0.0542945, 0.257654, 0.203889,
0.147015, 0.524477, -0.0542945, 0.387842, 0.319341,
0.147015, 0.524477, -0.0542945, 0.708351, 0.593912,
0.147015, 0.524477, -0.0542945, 0.712597, 0.328229,
0.148632, 0.604907, -0.0936094, 0.680875, 0.435668,
0.148632, 0.604907, -0.0936094, 0.401516, 0.216682,
0.14797, 0.577356, -0.112402, 0.417969, 0.245814,
0.14797, 0.577356, -0.112402, 0.687861, 0.405524,
0.147483, 0.54027, -0.0994879, 0.416619, 0.283174,
0.147483, 0.54027, -0.0994879, 0.698988, 0.370009,
0.146, 0.537819, -0.0136026, 0.692196, 0.559155,
0.146, 0.537819, -0.0136026, 0.2822, 0.170636,
0.148572, 0.598975, -0.0213027, 0.678618, 0.499442,
0.148572, 0.598975, -0.0213027, 0.345664, 0.173156,
0.146258, 0.60634, -7.90975e-05, 0.344558, 0.158065,
0.140947, 0.492522, -0.0498732, 0.236754, 0.195657,
0.140947, 0.492522, -0.0498732, 0.396523, 0.338977,
0.0547108, 0.412485, -0.169325, 0.822709, 0.0849093,
0.0687766, 0.602785, 0.0205246, 0.359115, 0.0973602,
0.0692606, 0.616743, -0.126027, 0.465593, 0.182369,
0.0855901, 0.621994, -0.0505942, 0.408449, 0.14358,
0.0401761, 0.678142, -0.0491627, 0.455751, 0.0883883,
0.0301376, 0.678142, -0.0232947, 0.441644, 0.0698993,
0.0293365, 0.678142, -0.0763878, 0.477038, 0.100422,
0.0343516, 0.647176, -0.0161286, 0.417663, 0.0796072,
0.0465785, 0.650911, -0.0485584, 0.439842, 0.10576,
0.0330809, 0.651373, -0.0827565, 0.471763, 0.122452,
0.318663, 0.508582, -0.0165878, 0.89993, 0.527586,
0.327255, 0.511429, -0.109963, 0.875013, 0.602544,
0.335324, 0.567196, -0.0231154, 0.894618, 0.476815,
0.341994, 0.568795, -0.0976578, 0.868134, 0.423548,
0.336244, 0.540931, -0.119797, 0.847152, 0.400312,
0.336244, 0.540931, -0.119797, 0.853218, 0.62666,
0.32597, 0.538346, -0.00538174, 0.900428, 0.501519,
0.319555, 0.498193, -0.0619783, 0.889984, 0.563294,
0.341313, 0.578061, -0.0594031, 0.883474, 0.450332,
0.407409, 0.482886, -0.0110624, 0.988658, 0.529819,
0.407409, 0.482886, -0.0110624, 0.680061, 0.828176,
0.417865, 0.487317, -0.0949772, 0.774948, 0.889986,
0.417865, 0.487317, -0.0949772, 0.984736, 0.631974,
0.425465, 0.540662, -0.0180204, 0.978249, 0.45483,
0.425465, 0.540662, -0.0180204, 0.607403, 0.819901,
0.431497, 0.537138, -0.08977, 0.533043, 0.837586,
0.431497, 0.537138, -0.08977, 0.960965, 0.381426,
0.426156, 0.513666, -0.106882, 0.955759, 0.349437,
0.426156, 0.513666, -0.106882, 0.9846, 0.673736,
0.426156, 0.513666, -0.106882, 0.502391, 0.845488,
0.426156, 0.513666, -0.106882, 0.806252, 0.921298,
0.416586, 0.512297, -0.0017492, 0.986235, 0.489881,
0.416586, 0.512297, -0.0017492, 0.640761, 0.813427,
0.409748, 0.47287, -0.0527753, 0.98779, 0.579658,
0.409748, 0.47287, -0.0527753, 0.730114, 0.852524,
0.458822, 0.50541, 0.0125157, 0.615902, 0.756402,
0.458822, 0.50541, 0.0125157, 0.780763, 0.695117,
0.449567, 0.526506, 0.00185922, 0.609641, 0.787084,
0.434425, 0.464004, -0.0238754, 0.737764, 0.798393,
0.43703, 0.471923, -0.0553561, 0.770965, 0.827677,
0.459852, 0.447216, 0.0551779, 0.675176, 0.723325,
0.479861, 0.46101, 0.0476505, 0.659189, 0.716062,
0.482631, 0.447543, 0.0315666, 0.646639, 0.703704,
0.482631, 0.447543, 0.0315666, 0.722209, 0.696832,
0.4842, 0.446282, 0.0545249, 0.664602, 0.706814,
0.485734, 0.438279, 0.0444263, 0.66391, 0.694133,
0.485734, 0.438279, 0.0444263, 0.715228, 0.676577,
0.472593, 0.437632, 0.0592349, 0.674196, 0.711292,
0.474555, 0.429535, 0.0482087, 0.689407, 0.694311,
0.573761, 0.51039, -0.0216413, 0.547457, 0.700837,
0.571853, 0.512429, -0.0497116, 0.528497, 0.709383,
0.555669, 0.471781, -0.00215149, 0.871214, 0.699456,
0.543582, 0.484058, -0.113748, 0.479647, 0.739398,
0.543582, 0.484058, -0.113748, 0.928025, 0.840705,
0.569969, 0.502925, -0.000213247, 0.563759, 0.696155,
0.540693, 0.469743, -0.0979765, 0.91184, 0.814726,
0.55016, 0.467756, -0.0446515, 0.889719, 0.753328,
0.584227, 0.459198, -0.0444557, 0.917741, 0.741504,
0.583651, 0.463265, -0.00364264, 0.893065, 0.701145,
0.594212, 0.491769, -0.00289997, 0.555152, 0.670791,
0.569527, 0.464239, -0.112457, 0.468706, 0.716674,
0.569527, 0.464239, -0.112457, 0.954824, 0.812895,
0.565102, 0.453854, -0.0968217, 0.935363, 0.793376,
0.592207, 0.476983, 0.00521465, 0.573665, 0.664862,
0.592207, 0.476983, 0.00521465, 0.893052, 0.678891,
0.574818, 0.481971, -0.105858, 0.48331, 0.710813,
0.59762, 0.462335, -0.0265816, 0.917743, 0.717386,
0.596421, 0.463965, -0.00396754, 0.903778, 0.697117,
0.60739, 0.484758, -0.0306478, 0.517373, 0.650134,
0.605262, 0.48243, -0.00689942, 0.550369, 0.65631,
0.604077, 0.472377, -0.00600964, 0.557348, 0.649389,
0.604077, 0.472377, -0.00600964, 0.913219, 0.690601,
0.605215, 0.472433, -0.03031, 0.507978, 0.656494,
0.605215, 0.472433, -0.03031, 0.524833, 0.641281,
0.605215, 0.472433, -0.03031, 0.932639, 0.712742,
0.585302, 0.457368, -0.0981397, 0.472877, 0.697492,
0.585302, 0.457368, -0.0981397, 0.960433, 0.786229,
0.577308, 0.450714, -0.0972641, 0.94771, 0.786732,
0.587195, 0.469636, -0.0998578, 0.480665, 0.699041,
0.590218, 0.456721, -0.0635644, 0.937727, 0.756873,
0.602951, 0.480569, -0.0605825, 0.499731, 0.681754,
0.599877, 0.467462, -0.0592763, 0.494987, 0.674426,
0.599877, 0.467462, -0.0592763, 0.95006, 0.746219,
0.466663, 0.471281, 0.00776359, 0.633261, 0.733268,
0.466663, 0.471281, 0.00776359, 0.735759, 0.722428,
0.437388, 0.455596, 0.00709378, 0.711003, 0.761466,
0.457497, 0.486797, 0.0263034, 0.646849, 0.746236,
0.430125, 0.474141, 0.0257392, 0.668407, 0.761562,
0.464142, 0.433432, 0.0361854, 0.696604, 0.71695,
0.102332, 0.452275, -0.138757, 0.483972, 0.320966,
0.102332, 0.452275, -0.138757, 0.774224, 0.0351524,
0.11287, 0.449228, -0.160131, 0.775706, 0.0493377,
0.106303, 0.431742, 0.0702033, 0.61423, 0.052681,
0.140766, 0.440012, -0.0433508, 0.695993, 0.0545827,
0.0551583, 0.43517, 0.0713904, 0.226865, 0.0536363,
0.0551583, 0.43517, 0.0713904, 0.57993, 0.0275231,
0.0551431, 0.431708, 0.0890563, 0.571892, 0.0446314,
0.0568013, 0.451775, -0.188088, 0.818146, 0.0422304,
0.132831, 0.434374, 0.0226837, 0.652286, 0.0559908,
0.138056, 0.445618, -0.110163, 0.738816, 0.052555,
0.0542184, 0.413381, -0.157879, 0.820569, 0.0734231,
0.0542184, 0.413381, -0.157879, 0.820569, 0.0734231,
0.126606, 0.413422, -0.0942716, 0.733983, 0.0725745,
0.126606, 0.413422, -0.0942716, 0.733983, 0.0725745,
0.100547, 0.413428, 0.0521011, 0.613685, 0.0661507,
0.100547, 0.413428, 0.0521011, 0.613685, 0.0661507,
0.053714, 0.413428, 0.0724381, 0.57005, 0.0633715,
0.053714, 0.413428, 0.0724381, 0.57005, 0.0633715,
0.103871, 0.413395, -0.135024, 0.773639, 0.0741054,
0.103871, 0.413395, -0.135024, 0.773639, 0.0741054,
0.129373, 0.413428, -0.0400359, 0.693049, 0.070566,
0.129373, 0.413428, -0.0400359, 0.693049, 0.070566,
0.123745, 0.413428, 0.0144275, 0.651497, 0.0686954,
0.123745, 0.413428, 0.0144275, 0.651497, 0.0686954,
0.120578, 0.308053, 0.0117661, 0.98648, 0.0924909,
0.120578, 0.308053, 0.0117661, 0.653114, 0.158967,
0.127197, 0.307936, -0.0362867, 0.987118, 0.121397,
0.127197, 0.307936, -0.0362867, 0.687729, 0.159148,
0.123664, 0.308053, -0.0882469, 0.990216, 0.151614,
0.123664, 0.308053, -0.0882469, 0.724789, 0.160802,
0.136327, 0.308174, -0.0365332, 0.688397, 0.150091,
0.0507066, 0.3083, -0.173593, 0.811932, 0.168162,
0.127175, 0.307948, 0.023499, 0.636994, 0.153043,
0.131272, 0.307948, -0.10147, 0.732939, 0.152253,
0.0988714, 0.308246, 0.0599017, 0.61465, 0.152217,
0.0479289, 0.3083, 0.0802055, 0.57662, 0.161549,
0.106788, 0.308246, -0.148929, 0.770426, 0.155476,
0.132947, 0.35484, -0.0385445, 0.690462, 0.121256,
0.0536224, 0.354838, -0.165435, 0.817389, 0.133148,
0.126486, 0.35484, 0.0166492, 0.650491, 0.11988,
0.107861, 0.354838, -0.142337, 0.771345, 0.125401,
0.130409, 0.35484, -0.0960798, 0.731094, 0.122683,
0.100526, 0.35484, 0.05485, 0.614463, 0.12139,
0.0515962, 0.35484, 0.0755946, 0.572909, 0.127432,
0.545968, 0.523732, -0.020805, 0.556492, 0.728114,
0.544262, 0.526923, -0.049547, 0.540668, 0.736178,
0.537405, 0.524623, -0.0786664, 0.525277, 0.745612,
0.516169, 0.500362, -0.112545, 0.490545, 0.764766,
0.516169, 0.500362, -0.112545, 0.896102, 0.867641,
0.527402, 0.515799, -0.10194, 0.509986, 0.753853,
0.541851, 0.514199, 0.00214466, 0.571273, 0.721017,
0.533194, 0.49639, 0.00932911, 0.589667, 0.717003,
0.533194, 0.49639, 0.00932911, 0.845611, 0.66657,
0.477799, 0.477164, -0.0437519, 0.823257, 0.77832,
0.49298, 0.483392, -0.00169287, 0.820536, 0.707737,
0.500191, 0.524761, 0.00313045, 0.58405, 0.748926,
0.476808, 0.510725, -0.109657, 0.495939, 0.796949,
0.476808, 0.510725, -0.109657, 0.859631, 0.890624,
0.471973, 0.4906, -0.0962519, 0.843548, 0.856437,
0.498773, 0.505322, 0.00975038, 0.59872, 0.740836,
0.498773, 0.505322, 0.00975038, 0.820663, 0.672705,
0.487866, 0.529316, -0.0976478, 0.5209, 0.786967,
0.0565583, 0.0377882, -0.0682271, 0.622982, 0.225006,
0.0845673, 0.0378146, -0.0805509, 0.653485, 0.234182,
0.123576, 0.0373474, -0.0295281, 0.723264, 0.249176,
0.0845724, 0.118722, -0.0960521, 0.639002, 0.286774,
0.0845724, 0.118722, -0.0960521, 0.664111, 0.471763,
0.0515, 0.118722, -0.0796959, 0.606515, 0.276579,
0.0515, 0.118722, -0.0796959, 0.66877, 0.437929,
0.037801, 0.118722, -0.0402087, 0.571542, 0.265075,
0.037801, 0.118722, -0.0402087, 0.679744, 0.401806,
0.037801, 0.118722, -0.0402087, 0.699178, 0.658113,
0.037801, 0.118722, -0.0402087, 0.836223, 0.352167,
0.0515, 0.118722, -0.000721465, 0.684151, 0.62737,
0.0515, 0.118722, -0.000721465, 0.804631, 0.333851,
0.0845724, 0.118722, 0.0156347, 0.675044, 0.59755,
0.0845724, 0.118722, 0.0156347, 0.774689, 0.32018,
0.117645, 0.118722, -0.000721463, 0.668432, 0.567748,
